Item No.	PART NUMBER	revision	QTY	Description	Material	Finish	Treatment	Colour	Comments	SecondProcess	Third Process	Author	Approved	Asset	SW-Folder Name(Folder Name)	SW-File Name(File Name)	SW-Configuration Name(Configuration Name)	Distributor	mass	DrawnDate	OEM_Internet	OEM_Supplier	OEM_Data_Sheet	Qb_Code	QB_Catergory	Sheet Metal Thickness	Spare_Part	Supplier_Part_Number
1.3.26.1	      		1	Sheet	MS												Default		0.0							2		
1.3.27	    OEM-EMSZ	-	2	EZYSTRUT SIDE JOINER	MS	ZINC			PURCHASE			MJF			C:\AWS PDM\OEM\1005. Cable\	OEM-EMSZ	Default	EZY STRUT	0.2	10/07/2019	https://www.ezystrut.com.au/products/cable-support-systems/mesh/side-joiner/ems/	EZY STRUT	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1005_EMSZ_EZYSTRUT CABLE TRAY CONNECTOR.JPG	1005	Cable	2	-	EMSZ
1.3.27.1	      		1	Sheet	MS												Default		0.2							2		
1.3.28	    OEM-SDV3212	-	1	300X200X120 TERMINAL BOX	MS	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1016. Enclosure\	OEM-SDV3212	Default	ELTECH	1.9	21/03/2019	https://eltech.com.au/product/mild-steel-terminal-box	ELTECH	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1016_ELTECH-Product-Specification-Sheet-ESDVB.01	1016	Enclosure		-	SDV3212
1.3.29	    GB_HEXAGON_TYPE9 M6-SZP		8	M6 NYLOC NUT Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M6-SZP		0.0			Costless Bolts						
1.3.30	    AS 1420 - M6 x 16-NZP		8	M6 x 16 SOCKET HEAD CAP SCREW G12.9 Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M6 x 16-NZP		0.01			Costless Bolts						
1.3.31	    AS 1237.1 N - 6ZP		47	M6 FLAT WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6ZP		0.0			Costless Bolts						
1.3.32	    AS 1111.2 - M6 x 16-NNZP		12	M6 x 16 MACHINE SCREW ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M6 x 16-NNZP		0.0			Costless Bolts						
1.3.33	    AS 1111.2 - M5 x 16-NNZP		15	M5 x 16 MACHINE SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M5 x 16-NNZP		0.0			Costless Bolts						
1.3.34	    GB_FASTENER_WASHER_WSLW 6ZP		29	M6 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6ZP		0.00			Costless Bolts						
1.3.35	    AS 1111.1 - M6 x 30 x 18-NNZP		2	M6 x 30 HEX HEAD BOLT - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\hex head\	hex bolt gradec_1_as	AS 1111.1 - M6 x 30 x 18-NNZP		0.0095			Costless Bolts						
1.3.36	    B18.3.5M - 10 x 1.5 x 30 Socket FCHS  -- 30NZP		40	COUNTER SINK M10 X 30 SOCKET HEAD SCREW - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 10 x 1.5 x 30 Socket FCHS  -- 30NZP		0.023			Costless Bolts						
1.3.37	    AS 1112.1 S1 - M6-D-NZP		2	M6 HEX NUT - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NZP		0.003			Costless Bolts						
1.3.38	    AS 1237.1 N - 12ZP		12	M12 FLAT WASHER Z/P	Plain Carbon Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 12ZP		0.0			Costless Bolts						
1.3.39	    AS 1112.1 S1 - M16-D-NZP		27	M16 HEX NUT Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M16-D-NZP		0.039			Costless Bolts						
1.3.40	    AS 1237.1 N - 16ZP		30	M16 FLAT WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 16ZP		0.0			Costless Bolts						
1.3.41	    GB_FASTENER_WASHER_WSLW 16ZP		27	M16 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 16ZP		0.01			Costless Bolts						
1.3.42	    B18.3.5M - 8 x 1.25 x 16 Socket FCHS  -- 16NZP		27	CSK M8 X 16 SOCKET HEAD SCREW - Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 8 x 1.25 x 16 Socket FCHS  -- 16NZP		0.009			Costless Bolts						
1.3.43	    AS 1420 - M4 x 12-NZP		6	M4 x 12 Socket Head Cap Screw - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M4 x 12-NZP		0.00			Costless Bolts						
1.3.44	    AS 1112.1 S1 - M12-D-NZP		12	M12 HEX NUT Z/P	316 SS				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M12-D-NZP		0.017			Costless Bolts						
1.3.45	    AS 1111.1 - M16 x 150 x 44-NNZP		3	M16 X 150 X 44 HEX HEAD BOLT - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\hex head\	hex bolt gradec_1_as	AS 1111.1 - M16 x 150 x 44-NNZP		0.2767			Costless Bolts						
1.3.46	    AS 1420 - M6 x 12-NZP		4	M6 x 12 Socket Head Cap Screw - ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	hexagon socket head cap screw_1_as	AS 1420 - M6 x 12-NZP		0.01			Costless Bolts						
1.3.47	    AWS-Z-009617		1	OMRON PHOTOELECTRIC SENSOR BRACKET ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MG			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009617	45 DEGREE		0.6	22/06/2021							-	
1.3.47.1	      AWS-B-009619	1	1	OMRON SENSOR UPPER BRACKET PAINT	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-009619	Default		0.2	22/06/2021							-	
1.3.47.1.1	        AWS-A-009613	1	1	OMRON PHOTOELECTRIC SENSOR LOWER BRACKET	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-009613	Default		0.2	22/06/2021						3	-	
1.3.47.1.1.1	          		1	Sheet	MS - GR250												Default		0.2							3		
1.3.47.2	      AWS-B-009618	1	1	OMRON SENSOR LOWER BRACKET PAINT	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-009618	Default		0.4	22/06/2021							-	
1.3.47.2.1	        AWS-A-009615	1	1	OMRON PHOTOELECTRIC SENSOR UPPER BRACKET	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-009615	Default		0.4	22/06/2021						3	-	
1.3.47.2.1.1	          		1	Sheet	MS - GR250												Default		0.4							3		
1.3.47.3	      AS 1237.1 N - 6MS		4	M6 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6MS		0.0			Costless Bolts						
1.3.47.4	      B18.3.4M - 6 x 1.0 x 20 SBHCS --NZP		2	M6 X 20 SOCKET BUTTON HEAD CAP SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\socket head screws\	socket button head cap screw_1_am	B18.3.4M - 6 x 1.0 x 20 SBHCS --NZP		0.006			Costless Bolts						
1.3.47.5	      GB_FASTENER_WASHER_WSLW 6ZP		2	M6 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6ZP		0.00			Costless Bolts						
1.3.47.6	      AS 1112.1 S1 - M6-D-NMS		2	M6 HEX NUT Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NMS		0.003			Costless Bolts						
1.3.47.7	      OEM-E3FA-TP21-D	1	2	SENSOR THROUGH BEAM - RECEIVER	AS PER BOM	NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-D	Default	OMRON	11.32	02/10/2020				1046	Sensors		YES	E3FA-TP21-D
1.3.47.8	      OEM-E39-L182		2	OMRON SENSOR MOUNTING BRACKET	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1046. Sensors\	OEM-E39-L182	Default	RS COMPONENTS AUSTRALIA	0.0	22/06/2021	https://store.omron.com.au/product/e39-l182/		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1046_0900766b8158c4dc	1046	Sensors		-	E39-L182
1.3.48	    AWS-Z-009621		1	OMRON SENSOR BRACKET ASSEMBLY HANDED	AS PER BOM	NATURAL			ASSEMBLY			MG			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009621	45 DEGREE		0.6	22/06/2021							-	
1.3.48.1	      AWS-B-009619	1	1	OMRON SENSOR UPPER BRACKET PAINT	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-009619	Default		0.2	22/06/2021							-	
1.3.48.1.1	        AWS-A-009613	1	1	OMRON PHOTOELECTRIC SENSOR LOWER BRACKET	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-009613	Default		0.2	22/06/2021						3	-	
1.3.48.1.1.1	          		1	Sheet	MS - GR250												Default		0.2							3		
1.3.48.2	      AWS-B-009618	1	1	OMRON SENSOR LOWER BRACKET PAINT	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-B-009618	Default		0.4	22/06/2021							-	
1.3.48.2.1	        AWS-A-009615	1	1	OMRON PHOTOELECTRIC SENSOR UPPER BRACKET	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-009615	Default		0.4	22/06/2021						3	-	
1.3.48.2.1.1	          		1	Sheet	MS - GR250												Default		0.4							3		
1.3.48.3	      AS 1237.1 N - 6MS		4	M6 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6MS		0.0			Costless Bolts						
1.3.48.4	      B18.3.4M - 6 x 1.0 x 20 SBHCS --NZP		2	M6 X 20 SOCKET BUTTON HEAD CAP SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\socket head screws\	socket button head cap screw_1_am	B18.3.4M - 6 x 1.0 x 20 SBHCS --NZP		0.006			Costless Bolts						
1.3.48.5	      GB_FASTENER_WASHER_WSLW 6ZP		2	M6 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6ZP		0.00			Costless Bolts						
1.3.48.6	      AS 1112.1 S1 - M6-D-NMS		2	M6 HEX NUT Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NMS		0.003			Costless Bolts						
1.3.48.7	      OEM-E3FA-TP21-L	1	2	SENSOR, THROUGH BEAM, EMMITER		NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-L	Default	OMRON		02/10/2020				1046	Sensors		YES	E3FA-TP21-L
1.3.48.8	      OEM-E39-L182		2	OMRON SENSOR MOUNTING BRACKET	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1046. Sensors\	OEM-E39-L182	Default	RS COMPONENTS AUSTRALIA	0.0	22/06/2021	https://store.omron.com.au/product/e39-l182/		W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\1046_0900766b8158c4dc	1046	Sensors		-	E39-L182
1.3.49	    AWS-Z-001898	1	2	PALLET STOP PNEUMATIC ASSY	SEE COMPONENT DRAWINGS	NATURAL			ASSEMBLY			MF	 		C:\AWS PDM\aws\	AWS-Z-001898	Default		0.0	11/04/2019							-	
1.3.49.1	      AWS-Z-001892	1	1	PALLET STOP ARM ASSY	SEE COMPONENT DRAWINGS	NATURAL			ASSEMBLY			CL	DG		C:\AWS PDM\aws\	AWS-Z-001892	Default		2.8	20/08/2020							-	
1.3.49.1.1	        AWS-A-001893	1	1	PALLET STOP WELDMENT	SS304	PASSIVATED			WELDING			CL	CL		C:\AWS PDM\aws\	AWS-A-001893	Default		2.7	20/08/2020							-	
1.3.49.1.1.1	          AWS-A-001894	1	1	PALLET STOP FINGER	SS304 2B - NO PVC	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\aws\	AWS-A-001894	Machined		2.1	20/08/2020						16	-	
1.3.49.1.1.1.1	            		1	Sheet	SS304 2B - NO PVC												Machined		2.1							16		
1.3.49.1.1.2	          AWS-A-001895	1	2	PALLET STOP RING	SS304	NATURAL			LASERCUT			MF	CL		C:\AWS PDM\aws\	AWS-A-001895	Machined		0.3	11/04/2019						16	-	
1.3.49.1.1.2.1	            		1	Sheet	SS304												Machined		0.3							16		
1.3.49.1.2	        OEM-PAP 5020 P10	-	2	BUSH 	REFER DATA SHEET	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1051. Transmission\	OEM-PAP 5020 P10	Default		0.0	11/04/2019	http://bearingwholesalers.com.au/	BEARING WHOLESALERS		1051	Transmission		YES	PAP 5020 P10
1.3.49.2	      OEM-CASB50Z	-	2	SINGLE SPLIT METRIC SHAFT COLLAR	MS	NATURAL			PURCHASE			MF			C:\AWS PDM\OEM\1051. Transmission\	OEM-CASB50Z	Default		0.4	24/04/2019	https://www.bearing-king.co.uk	BEARING KING	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets/1051_Split Metric Shaft Collar - 50 ID	1051	Transmission		YES	CASB50Z
1.3.49.3	      OEM-GSM-1416-15	-	1	IGLIDUR® G | SLEEVE BEARING	IGUS	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1051. Transmission\	OEM-GSM-1416-15	Default		0.0	20/08/2018	http://www.treotham.com.au/	TREOTHAM	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\OEM-GSM-1416-08.png	1051	Transmission		YES	GSM-1416-15
1.3.49.4	      AWS-Z-010249		1	TOE STOP CYL WITH FITTINGS	PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\aws\007000-014000\	AWS-Z-010249	Default		0.0	23/08/2021							-	
1.3.49.4.1	        OEM-CDG1DA50-100Z-NW-M9B		1	AIR CYLINDER ASSY	REFER DATA SHEET	NATURAL			PURCHASE			FQ			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-CDG1DA50-100Z-NW-M9B	Default	SMC	0.0	23/08/2021	https://www.smcpneumatics.com	SMC	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\CDG1DA50-100Z-NW-M9B.pdf	1038	Pneumatics		YES	CDG1DA50-100Z-NW-M9B
1.3.49.4.2	        OEM-KQ2L06-02NS1		2	MALE ELBOW 6MM 1_4 	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2L06-02NS1	Default	SMC	0.0	23/08/2021			W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\KQ2L06-02NS1.pdf	1038	Pneumatics		YES	KQ2L06-02NS1
1.3.49.5	      OEM-KQ2T06_08A	-	1	DIFFERENT DIAMETER TEE	REFER DATA SHEET	NATURAL			PURCHASE			MJF			C:\AWS PDM\oem\1038. pneumatics\	OEM-KQ2T06_08A	Default		3.74	08/10/2019	https://www.smcpneumatics.com/pdfs/KQ.pdf	SMC		1038	Pneumatics		YES	KQ2T06_08A
1.3.49.6	      OEM-AS2052F-08		1	SPEED CONTROLLERS 1_4 8MM	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-AS2052F-08	Default	SMC	0.0	23/08/2021			W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\AS2052F-08.pdf	1038	Pneumatics		YES	AS2052F-08
1.3.50	    AWS-A-009958	1	2	THIN AIR CYLINDER PACKER	MS - GR250	ZINC			LASERCUT			FQ	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-009958	Default		0.1	19/07/2021						3	-	
1.3.50.1	      		1	Sheet	MS - GR250												Default		0.1							3		
1.3.51	    AWS-A-002772	1	2	AIR CYLINDER PACKER	MS - GR250	ZINC			LASERCUT			CL	DG		C:\AWS PDM\aws\	AWS-A-002772	Default		0.2	20/08/2020						6	-	
1.3.51.1	      		1	Sheet	MS - GR250												Default		0.2							6		
1.3.52	    OEM-ISO325PYS		3	ISO ENCLOSED SWITCH 3P 25A		NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1058. Electrical\	OEM-ISO325PYS	Default	REXEL	0.4	26/07/2021	https://www.nhp.com.au/Catalogs/NHP_AU_Catalog/NHP_AU_Catalog-Categories/NHP_AU_Catalog-217587/NHP_AU_Catalog-387/NHP_AU_Catalog-764/NHP_AU_Catalog-856/ISO325PYS	NHP	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\ISO325PYS-227685-datasheet.pdf	1058	Electrical		YES	ISO325PYS
1.3.53	    AWS-Z-010252		1	SINGLE VALVE MANIFOLD WITH FITTINGS	PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\AWS\007000-014000\	AWS-Z-010252	Default		0.2	24/08/2021							-	
1.3.53.1	      OEM-SY5100-5U1-W7-02		1	SINGLE VALVE MANIFOLD	PER DATASHEET	NATURAL			PURCHASE			FQ			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-SY5100-5U1-W7-02	Default	SMC	0.1	24/08/2021			W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\SY5100-5U1-W7-02.pdf	1038	Pneumatics		YES	SY5100-5U1-W7-02
1.3.53.2	      OEM-KQ2S10-02NS		3	SOCKET 10MM 1_4	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2S10-02NS	Default	SMC	2.57	24/08/2021				1038	Pneumatics		YES	KQ2S10-02NS
1.3.53.3	      OEM-KQ2S08-02NS		2	SOCKET 8MM 1_4	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-KQ2S08-02NS	Default	SMC	2.40	24/08/2021			https://www.smc.eu/en-eu/products/hexagon-socket-head-male-connector-kq2s~159161~cfg?partNumber=KQ2S08-02NS	1038	Pneumatics		YES	KQ2S08-02NS
1.3.53.4	      OEM-AN20-C10		2	SILENCER 10MM	REFER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1038. Pneumatics\	OEM-AN20-C10	Default	SMC	0.0	23/08/2021			W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\AN20-C10.pdf	1038	Pneumatics		-	AN20-C10
1.4	  AWS-Z-002069	1	1	PALLET & SLIP SHEET CARRIAGE ASSY	AS PER BOM	NATURAL			ASSEMBLY			CL	 		C:\AWS PDM\aws modules\conveyors\	AWS-Z-002069	Default		0.0	20/08/2020							-	
1.4.1	    AWS-Z-001864	1	1	FEED CONVEYOR AND PALLET DISP	REFER TO BOM	NATURAL			ASSEMBLY			CL	 		C:\AWS PDM\aws\	AWS-Z-001864	Default		0.0	20/08/2020							-	
1.4.1.1	      AWS-B-001975	2	1	CONVEYOR FRAME FC PAINTED	MS	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			CL	CL		C:\AWS PDM\aws\	AWS-B-001975	Default		302.6	20/08/2020							-	
1.4.1.1.1	        AWS-B-001830	3	1	CONVEYOR FRAME FC WELDMENT	MS	NATURAL			WELDING			CL	CL		C:\AWS PDM\aws\	AWS-B-001830	Default		302.6	20/08/2020							-	
1.4.1.1.1.1	          AWS-B-001822	3	1	CONVEYOR STRINGER FC WELDMENT - DRIVE SIDE	MS	NATURAL			WELDING			CL	CL		C:\AWS PDM\aws\	AWS-B-001822	Default		117.9	20/08/2020							-	
1.4.1.1.1.1.1	            AWS-A-001820	3	1	CONVEYOR STRINGER FC DRIVE SIDE	MS - GR250	NATURAL			3D LASER			CL	CL		C:\AWS PDM\aws\	AWS-A-001820	Default<As Machined>		88.0	20/08/2020							-	
1.4.1.1.1.1.1.1	              	INIT-01	1	180 PFC	BHP - 300 PLUS							pdmwadmin					Default<As Machined>		88.0									
1.4.1.1.1.1.2	            AWS-B-001560	1	2	CONVEYOR SUPPORT LEG WELDMENT	MS	NATURAL			WELDING			CL	CL		C:\AWS PDM\AWS\	AWS-B-001560	Default		5.0	19/08/2020							-	
1.4.1.1.1.1.2.1	              AWS-A-001559	1	1	SUPPORT LEG	MS - C350LO	NATURAL			CUTTING			CL	DG		C:\AWS PDM\AWS\	AWS-A-001559	Default<As Machined>		3.3	19/08/2020							-	
1.4.1.1.1.1.2.1.1	                		1	75x75x5.0 SHS	AS 1163-C350LO												Default<As Machined>		3.3									
1.4.1.1.1.1.2.2	              AWS-A-001557	2	1	SUPPORT LEG FOOT PLATE	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-001557	Default		1.7	19/08/2020						16	-	
1.4.1.1.1.1.2.2.1	                		1	Sheet	MS - GR250												Default		1.7							16		
1.4.1.1.1.1.3	            AWS-A-001566	2	1	HEAD DRIVE PLATE OUTSIDE	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-001566	Default		14.3	19/08/2020						12	-	
1.4.1.1.1.1.3.1	              		1	Sheet	MS - GR250												Default		14.3							12		
1.4.1.1.1.1.4	            AWS-A-001821	2	1	HEAD DRIVE PLATE INSIDE - FC	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\aws\	AWS-A-001821	Default		3.1	20/08/2020						6.0	-	
1.4.1.1.1.1.4.1	              		1	Sheet	MS - GR250												Default		3.1							6		
1.4.1.1.1.1.5	            AWS-A-001973	2	1	TAIL PLATE FC INSIDE	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\aws\	AWS-A-001973	Default		2.2	20/08/2020						6	YES	
1.4.1.1.1.1.5.1	              		1	Sheet	MS - GR250												Default		2.2							6		
1.4.1.1.1.1.6	            AWS-A-001580	1	1	TENSIONER SUPPORT	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-001580	Default		0.2	19/08/2020						12	-	
1.4.1.1.1.1.6.1	              		1	Sheet	MS - GR250												Default		0.2							12		
1.4.1.1.1.2	          AWS-B-001828	3	1	CONVEYOR STRINGER FC WELDMENT	MS	NATURAL			WELDING			CL	CL		C:\AWS PDM\aws\	AWS-B-001828	Default		117.9	20/08/2020							-	
1.4.1.1.1.2.1	            AWS-A-001827	3	1	CONVEYOR STRINGER FC	MS - GR250	NATURAL			3D LASER			CL	CL		C:\AWS PDM\aws\	AWS-A-001827	Default<As Machined><As Machined>		88.0	20/08/2020							-	
1.4.1.1.1.2.1.1	              	INIT-01	1	180 PFC	BHP - 300 PLUS							pdmwadmin					Default<As Machined><As Machined>		88.0									
1.4.1.1.1.2.2	            AWS-B-001560	1	2	CONVEYOR SUPPORT LEG WELDMENT	MS	NATURAL			WELDING			CL	CL		C:\AWS PDM\AWS\	AWS-B-001560	Default		5.0	19/08/2020							-	
1.4.1.1.1.2.2.1	              AWS-A-001559	1	1	SUPPORT LEG	MS - C350LO	NATURAL			CUTTING			CL	DG		C:\AWS PDM\AWS\	AWS-A-001559	Default<As Machined>		3.3	19/08/2020							-	
1.4.1.1.1.2.2.1.1	                		1	75x75x5.0 SHS	AS 1163-C350LO												Default<As Machined>		3.3									
1.4.1.1.1.2.2.2	              AWS-A-001557	2	1	SUPPORT LEG FOOT PLATE	MS - GR250	NATURAL			LASERCUT			CL	DG		C:\AWS PDM\AWS\	AWS-A-001557	Default		1.7	19/08/2020						16	-	
1.4.1.1.1.2.2.2.1	                		1	Sheet	MS - GR250												Default		1.7							16		
1.4.1.1.1.2.3	            AWS-A-001821	2	1	HEAD DRIVE PLATE INSIDE - FC	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\aws\	AWS-A-001821	Default		3.1	20/08/2020						6.0	-	
1.4.1.1.1.2.3.1	              		1	Sheet	MS - GR250												Default		3.1							6		
1.4.1.1.1.2.4	            AWS-A-001566	2	1	HEAD DRIVE PLATE OUTSIDE	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-001566	Default		14.3	19/08/2020						12	-	
1.4.1.1.1.2.4.1	              		1	Sheet	MS - GR250												Default		14.3							12		
1.4.1.1.1.2.5	            AWS-A-001973	2	1	TAIL PLATE FC INSIDE	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\aws\	AWS-A-001973	Default		2.2	20/08/2020						6	YES	
1.4.1.1.1.2.5.1	              		1	Sheet	MS - GR250												Default		2.2							6		
1.4.1.1.1.2.6	            AWS-A-001580	1	1	TENSIONER SUPPORT	MS - GR250	NATURAL			LASERCUT			CL	CL		C:\AWS PDM\AWS\	AWS-A-001580	Default		0.2	19/08/2020						12	-	
1.4.1.1.1.2.6.1	              		1	Sheet	MS - GR250												Default		0.2							12		
